plate,transfer,p,mean,n,se,max,min
4,6,AB,0.14893617021276595,4,0.03956722270287482,0.26595744680851063,0.09574468085106383
4,6,E,0,4,0,0,0
4,7,U,0.7819148936170213,4,0.03748647963096803,0.8297872340425532,0.6702127659574468
4,7,S,0.01329787234042553,4,0.007978723404255319,0.031914893617021274,0
4,7,A,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,7,B,0,4,0,0,0
4,7,A/B,0,4,0,0,0
4,7,AB,0.20212765957446807,4,0.04277424851707382,0.32978723404255317,0.14893617021276595
4,7,E,0,4,0,0,0
4,8,U,0.7686170212765957,4,0.05071820829924752,0.8297872340425532,0.6170212765957447
4,8,S,0,4,0,0,0
4,8,A,0,4,0,0,0
4,8,B,0,4,0,0,0
4,8,A/B,0,4,0,0,0
4,8,AB,0.23138297872340424,4,0.05071820829924753,0.3829787234042553,0.1702127659574468
4,8,E,0,4,0,0,0
4,9,U,0.7606382978723404,4,0.044609027040457896,0.8191489361702128,0.6276595744680851
4,9,S,0,4,0,0,0
4,9,A,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
4,9,B,0,4,0,0,0
4,9,A/B,0,4,0,0,0
4,9,AB,0.23404255319148937,4,0.04616743463223949,0.3723404255319149,0.18085106382978725
4,9,E,0,4,0,0,0
4,10,U,0.6914893617021276,4,0.04596269998870823,0.776595744680851,0.5638297872340425
4,10,S,0.005319148936170213,4,0.005319148936170213,0.02127659574468085,0
4,10,A,0.013297872340425532,4,0.010068986428723888,0.0425531914893617,0
4,10,B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,10,A/B,0,4,0,0,0
4,10,AB,0.2872340425531915,4,0.04777373611811163,0.425531914893617,0.22340425531914893
4,10,E,0,4,0,0,0
4,11,U,0.6968085106382979,4,0.044819945602001914,0.7553191489361702,0.5638297872340425
4,11,S,0.007978723404255319,4,0.005092697381682649,0.02127659574468085,0
4,11,A,0.02127659574468085,4,0.004343066919828329,0.031914893617021274,0.010638297872340425
4,11,B,0,4,0,0,0
4,11,A/B,0,4,0,0,0
4,11,AB,0.27393617021276595,4,0.05071820829924753,0.425531914893617,0.2127659574468085
4,11,E,0,4,0,0,0
4,12,U,0.7074468085106382,4,0.05502170442972661,0.7659574468085106,0.5425531914893617
4,12,S,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
4,12,A,0.02127659574468085,4,0.00868613383965666,0.0425531914893617,0
4,12,B,0,4,0,0,0
4,12,A/B,0,4,0,0,0
4,12,AB,0.26595744680851063,4,0.060335813926147355,0.44680851063829785,0.20212765957446807
4,12,E,0,4,0,0,0
4,13,U,0.6914893617021276,4,0.06427152113614133,0.776595744680851,0.5
4,13,S,0,4,0,0,0
4,13,A,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,13,B,0,4,0,0,0
4,13,A/B,0,4,0,0,0
4,13,AB,0.3058510638297872,4,0.0654889273668886,0.5,0.2127659574468085
4,13,E,0,4,0,0,0
5,0,U,0.08776595744680851,4,0.00509269738168265,0.09574468085106383,0.07446808510638298
5,0,S,0.44680851063829785,4,0.04004109854835537,0.5212765957446809,0.3723404255319149
5,0,A,0.21010638297872342,4,0.0369479893336431,0.3191489361702128,0.1595744680851064
5,0,B,0.14893617021276595,4,0.017906923649578153,0.19148936170212766,0.10638297872340426
5,0,A/B,0.06648936170212766,4,0.012568658580459064,0.0851063829787234,0.031914893617021274
5,0,AB,0.0398936170212766,4,0.026551381439489253,0.11702127659574468,0
5,0,E,0,4,0,0,0
5,1,U,0.4920212765957447,4,0.08787334929786794,0.6595744680851063,0.32978723404255317
5,1,S,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
5,1,A,0.007978723404255319,4,0.007978723404255319,0.031914893617021274,0
5,1,B,0.007978723404255319,4,0.007978723404255319,0.031914893617021274,0
5,1,A/B,0.43617021276595747,4,0.07497295926193608,0.5957446808510638,0.2978723404255319
5,1,AB,0.05053191489361702,4,0.01757466985957359,0.0851063829787234,0.010638297872340425
5,1,E,0,4,0,0,0
5,2,U,0.3882978723404255,4,0.06846359778832561,0.5106382978723404,0.24468085106382978
5,2,S,0.018617021276595744,4,0.010965706451110798,0.0425531914893617,0
5,2,A,0.47606382978723405,4,0.05090381992892055,0.574468085106383,0.3829787234042553
5,2,B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,2,A/B,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
5,2,AB,0.10904255319148935,4,0.032025517496788024,0.19148936170212766,0.05319148936170213
5,2,E,0,4,0,0,0
5,3,U,0.6143617021276596,4,0.03260917403856299,0.6914893617021277,0.5319148936170213
5,3,S,0.007978723404255319,4,0.0026595744680851063,0.010638297872340425,0
5,3,A,0.023936170212765957,4,0.00908417621095709,0.0425531914893617,0
5,3,B,0.20212765957446807,4,0.007522412565814333,0.22340425531914893,0.19148936170212766
5,3,A/B,0.01329787234042553,4,0.006693115634105274,0.031914893617021274,0
5,3,AB,0.13829787234042554,4,0.04492503354368768,0.2553191489361702,0.05319148936170213
5,3,E,0,4,0,0,0
5,4,U,0.526595744680851,4,0.03086328933604471,0.6063829787234043,0.4574468085106383
5,4,S,0.023936170212765957,4,0.010965706451110798,0.0425531914893617,0
5,4,A,0.005319148936170213,4,0.005319148936170213,0.02127659574468085,0
5,4,B,0.300531914893617,4,0.020997729223984067,0.35106382978723405,0.26595744680851063
5,4,A/B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,4,AB,0.14095744680851063,4,0.05127302745007537,0.2765957446808511,0.0425531914893617
5,4,E,0,4,0,0,0
5,5,U,0.7127659574468085,4,0.04277424851707383,0.7978723404255319,0.5957446808510638
5,5,S,0.010638297872340425,4,0,0.010638297872340425,0.010638297872340425
5,5,A,0.11436170212765957,4,0.0109657064511108,0.13829787234042554,0.0851063829787234
5,5,B,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
5,5,A/B,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
5,5,AB,0.15159574468085107,4,0.038693533409211334,0.2553191489361702,0.07446808510638298
5,5,E,0,4,0,0,0
5,6,U,0.5877659574468085,4,0.04105863892521069,0.7021276595744681,0.5106382978723404
5,6,S,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,6,A,0.23138297872340424,4,0.02007934690231583,0.2872340425531915,0.20212765957446807
5,6,B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,6,A/B,0,4,0,0,0
5,6,AB,0.17553191489361702,4,0.03944786429306204,0.2765957446808511,0.0851063829787234
5,6,E,0,4,0,0,0
5,7,U,0.5611702127659575,4,0.025090375351214386,0.6063829787234043,0.48936170212765956
5,7,S,0.029255319148936167,4,0.002659574468085106,0.031914893617021274,0.02127659574468085
5,7,A,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
5,7,B,0.17553191489361702,4,0.01966407181987485,0.22340425531914893,0.13829787234042554
5,7,A/B,0.031914893617021274,4,0.01565915047221249,0.07446808510638298,0
5,7,AB,0.19680851063829785,4,0.04787234042553191,0.32978723404255317,0.11702127659574468
5,7,E,0,4,0,0,0
5,8,U,0.5452127659574468,4,0.026904239194137446,0.6063829787234043,0.4787234042553192
5,8,S,0.031914893617021274,4,0.00434306691982833,0.0425531914893617,0.02127659574468085
5,8,A,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,8,B,0.24202127659574468,4,0.027596422723888975,0.30851063829787234,0.19148936170212766
5,8,A/B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,8,AB,0.17553191489361702,4,0.038233791937673456,0.2872340425531915,0.11702127659574468
5,8,E,0,4,0,0,0
5,9,U,0.6409574468085106,4,0.04437054523490142,0.723404255319149,0.5319148936170213
5,9,S,0.007978723404255319,4,0.007978723404255319,0.031914893617021274,0
5,9,A,0.125,4,0.01179444565217205,0.1595744680851064,0.10638297872340426
5,9,B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
5,9,A/B,0.005319148936170213,4,0.005319148936170213,0.02127659574468085,0
5,9,AB,0.21808510638297873,4,0.03896677477985091,0.3191489361702128,0.13829787234042554
5,9,E,0,4,0,0,0
